year;site;canton;x;y;masl;ecosys;cln;siteclass;emissionclass;pollutant;metric;parameter;deposition;unit;part_est;source_cat;sampling;datasource;source
2019;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.24788509665910913;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2019;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.18745672300952781;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2019;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NO2-N_gdep;5.241344188270671;kg/ha/a;0.08975507765830348;aus NOx-Quellen;Kurzeitbelastungskarte, PS;Ostluft;Ostluft
2020;KAP;ZH;2680066;1230326;527;kein empf. Ökosys.;NA;hoch;hoch;Ndep;Jahressumme;HNO3-N_gdep;0.8733813258672695;kg/ha/a;1;aus NOx-Quellen;GAM.log(HNO3N_conc).2026-04-30;Ostluft;Ostluft
2020;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NO3-N_adep;0.23447935036804435;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2020;TAB;ZH;2707669;1252229;646;Wald;6;mittel;mittel;Ndep;Jahressumme;NH3-N_gdep;11.156145296004429;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2021;AEG;ZH;2675521;1232695;447;Wald;6;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.3790078503350851;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2021;WAB;ZH;2677272;1271915;427;Trockenrasen;10;mittel;mittel;Ndep;Jahressumme;NH4-N_adep;0.24896051653396287;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2022;BA;ZH;2710350;1239600;930;Trockenrasen;10;hoch;mittel;Ndep;Jahressumme;NH4-N_adep;0.34333388282595;kg/ha/a;0;aus NH3-Quellen;Denuder;FUB;Ostluft
2022;ROPF;ZH;2701636;1244049;538;Hochmoor;5;mittel;tief;Ndep;Jahressumme;NO3-N_adep;0.24455252738849192;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2022;WIE;ZH;2681950;1247250;415;Siedlungen;NA;NA;tief;Ndep;Jahressumme;NH4-N_adep;0.5149100565911313;kg/ha/a;1;aus NH3-Quellen;GAM.log(NH4-N_conc).2026-04-30;Ostluft;Ostluft
2024;AEG;ZH;2675521;1232695;447;Hochmoor;5;hoch;hoch;Ndep;Jahressumme;NO3-N_adep;0.14537096328809232;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2024;BUE;ZH;2704475;1234943;494;Hochmoor;5;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.18495209458900533;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2024;NET;ZH;2678603;1262147;409;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO3-N_adep;0.14726859067210596;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2025;BA;ZH;2710350;1239600;930;Wald;6;hoch;mittel;Ndep;Jahressumme;NO3-N_adep;0.4420924934406352;kg/ha/a;1;aus NOx-Quellen;GAM.log(NO3-N_conc).2026-04-30;Ostluft;Ostluft
2025;OBI;ZH;2672488;1236902;383;Flachmoor;15;hoch;mittel;Ndep;Jahressumme;NH3-N_gdep;14.541934625525233;kg/ha/a;0;aus NH3-Quellen;PS;Ostluft;Ostluft
2025;OSD;ZH;2694191;1275542;410;Flachmoor;15;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;1.3820994782608693;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
2025;OSD;ZH;2694191;1275542;410;Wald;6;mittel;mittel;Ndep;Jahressumme;NO2-N_gdep;3.224898782608695;kg/ha/a;1;aus NOx-Quellen;Kurzeitbelastungskarte;Ostluft;Ostluft
