year;site;site_long;source;parameter;interval;unit;value
2018;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;OSTLUFT;PM2.5;y1;µg/m3;11.9363234
2019;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;OSTLUFT;PM2.5;y1;µg/m3;10.19780697
2020;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;OSTLUFT;PM2.5;y1;µg/m3;9.646959122
2021;Zch_Stampfenbachstrasse;Zürich - Stampfenbachstrasse;OSTLUFT;PM2.5;y1;µg/m3;9.828533008
1984;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1985;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1986;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1987;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1988;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1989;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1990;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1991;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1992;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1993;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1994;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1995;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1996;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1997;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1998;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1999;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
2000;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
2001;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.9
2002;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.6
2003;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.7
2004;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.2
2005;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.3
2006;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.4
2007;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.1
2008;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1.1
2009;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1
2010;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1
2011;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;1
2012;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;0.8
2013;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;0.9
2014;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;0.7
2015;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;0.7
2016;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;0.8
2017;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;0.6
2018;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
2019;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
2020;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
2021;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
2022;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);Benzol;y1;µg/m3;NA
1984;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;1.31
1985;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;1.42
1986;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;1.23
1987;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;1.49
1988;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;1
1989;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;1.13
1990;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.86
1991;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.86
1992;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.89
1993;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.83
1994;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.76
1995;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.72
1996;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.68
1997;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.63
1998;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.64
1999;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.61
2000;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.52
2001;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.49
2002;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.47
2003;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.5
2004;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.42
2005;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.42
2006;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.42
2007;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.36
2008;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.36
2009;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.34
2010;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.34
2011;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.35
2012;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.32
2013;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.31
2014;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.28
2015;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.3
2016;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.29
2017;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.29
2018;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.27
2019;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.25
2020;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.26
2021;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.26
2022;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);CO;y1;mg/m3;0.24
1984;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
1985;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
1986;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
1987;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
1988;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;187.6
1989;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
1990;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
1991;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
1992;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;143.5
1993;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;130.3
1994;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;124.4
1995;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;101
1996;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;91.1
1997;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;123.5
1998;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;103.4
1999;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;92.9
2000;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;88.3
2001;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;85.1
2002;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;81.8
2003;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;93.9
2004;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;80.6
2005;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;80.4
2006;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;80
2007;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;66.1
2008;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;70.9
2009;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;NA
2010;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;42.1
2011;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;49.4
2012;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;58.6
2013;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;56.7
2014;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;61.8
2015;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;65
2016;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;51
2017;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;53
2018;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;55
2019;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;52
2020;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;49
2021;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;45
2022;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NMVOC;y1;µg CH4/m3;51
1984;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;NA
1985;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;61.2
1986;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;58.8
1987;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;62
1988;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;59.7
1989;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;60.4
1990;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;50.1
1991;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;49.7
1992;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;45.9
1993;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;42.6
1994;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;41.2
1995;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;39.8
1996;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;39
1997;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;41.5
1998;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;40.3
1999;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;39.7
2000;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;35.6
2001;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;33.5
2002;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;32.2
2003;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;38.1
2004;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;32.2
2005;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;34.4
2006;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;35.9
2007;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;33.6
2008;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;32.9
2009;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;33
2010;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;32.8
2011;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;32.1
2012;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;31
2013;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;30.9
2014;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;29.5
2015;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;31
2016;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;28.3
2017;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;27.4
2018;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;25.3
2019;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;24
2020;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;20.3
2021;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;20.7
2022;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);NO2;y1;µg/m3;20.7
1984;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;NA
1985;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;9
1986;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;9.6
1987;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;8
1988;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;9.1
1989;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14.8
1990;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;7.5
1991;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;7.5
1992;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14.4
1993;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;10.3
1994;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14.5
1995;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;13.5
1996;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;12.8
1997;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;13.8
1998;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;17.7
1999;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;11.4
2000;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14.1
2001;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;11.8
2002;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;12.9
2003;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;26.2
2004;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;12.3
2005;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14
2006;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;17.6
2007;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;13.3
2008;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;11.3
2009;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;11.5
2010;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;13.7
2011;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;15
2012;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;11.5
2013;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14.2
2014;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;11
2015;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;17.5
2016;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;11.1
2017;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;12.9
2018;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;22.2
2019;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;15.5
2020;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14.5
2021;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;9.9
2022;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_AOT40;y1;ppm*h;14.5
1984;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;NA
1985;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;148
1986;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;142
1987;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;126
1988;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;152
1989;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;146
1990;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;156
1991;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;143
1992;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;173
1993;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;150
1994;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;173
1995;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;168
1996;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;151
1997;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;172
1998;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;181
1999;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;142
2000;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;164
2001;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;156
2002;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;155
2003;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;186
2004;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;157
2005;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;163
2006;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;178
2007;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;148
2008;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;144
2009;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;141
2010;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;174
2011;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;154
2012;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;144
2013;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;156
2014;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;141
2015;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;174
2016;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;135
2017;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;143
2018;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;169
2019;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;159
2020;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;139
2021;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;139
2022;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_max_98%_m1;y1;µg/m3;144
1984;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_nb_h1>120;y1;Anzahl;NA
1985;Zürich-Kaserne;Zürich-Kaserne;NABEL (BAFU & Empa);O3_nb_h1>120;y1;Anzahl;124
